,ECG_P_Peaks,ECG_R_Peaks,ECG_T_Peaks
0,0.036,0.286,0.604
1,1.2,1.448,1.768
2,2.416,2.672,3.0
3,3.218,3.344,3.688
4,4.744,4.976,5.328
5,5.88,6.128,6.456
6,6.622,6.728,7.056
7,8.16,8.392,8.784
